trx_id,timestamp,source_id,target_id,amount,channel,status,description,ref_number,trx_type,timestamp_dt,hour,day_of_week,month
T006333,2025-10-07 05:32:08,C00930,M0511,186059.0,QRIS,success,,REF39623653,C2M,2025-10-07 05:32:08,5,Tuesday,2025-10
T065541,2025-07-09 19:47:22,C00884,M0125,125296.0,EDC,success,,REF34857445,C2M,2025-07-09 19:47:22,19,Wednesday,2025-07
T034752,2025-12-09 14:31:02,C00991,M0002,128387.0,transfer,success,,REF39422769,C2M,2025-12-09 14:31:02,14,Tuesday,2025-12
T059710,2025-11-10 08:41:35,C00802,M0512,93660.0,EDC,success,,REF11817762,C2M,2025-11-10 08:41:35,8,Monday,2025-11
T043443,2026-04-22 17:34:55,C00327,M0463,179154.0,QRIS,success,,REF33370369,C2M,2026-04-22 17:34:55,17,Wednesday,2026-04
T053991,2025-09-07 22:42:36,C00836,M0525,28975.0,transfer,success,,REF04527027,C2M,2025-09-07 22:42:36,22,Sunday,2025-09
T048009,2025-08-19 18:50:29,C00124,M0383,29283.0,QRIS,success,,REF48748334,C2M,2025-08-19 18:50:29,18,Tuesday,2025-08
T041584,2025-08-27 17:56:34,C00058,M0477,173614.0,transfer,success,,REF34610377,C2M,2025-08-27 17:56:34,17,Wednesday,2025-08
T010313,2025-12-01 21:20:45,C00703,M0441,426188.0,transfer,success,,REF91490759,C2M,2025-12-01 21:20:45,21,Monday,2025-12
T066690,2026-03-13 02:27:00,C00124,M0542,17992.0,EDC,success,,REF37571017,C2M,2026-03-13 02:27:00,2,Friday,2026-03
T058030,2025-07-09 06:52:07,C01261,M0244,14929.0,QRIS,success,,REF23739576,C2M,2025-07-09 06:52:07,6,Wednesday,2025-07
T049572,2026-02-27 13:15:57,C00084,M0094,220400.0,transfer,success,,REF38332475,C2M,2026-02-27 13:15:57,13,Friday,2026-02
T048389,2026-01-01 13:20:26,C01330,M0642,627672.0,QRIS,success,,REF50297837,C2M,2026-01-01 13:20:26,13,Thursday,2026-01
T044836,2026-01-11 06:22:40,C00126,M0198,84215.0,QRIS,success,,REF59306842,C2M,2026-01-11 06:22:40,6,Sunday,2026-01
T016753,2025-11-21 05:05:01,C00094,M0159,467710.0,transfer,success,,REF88664436,C2M,2025-11-21 05:05:01,5,Friday,2025-11
T040057,2026-05-03 00:09:02,C00449,M0236,422917.0,QRIS,success,,REF08446974,C2M,2026-05-03 00:09:02,0,Sunday,2026-05
T020831,2025-11-12 19:20:22,C00710,M0623,623865.0,transfer,success,,REF34459762,C2M,2025-11-12 19:20:22,19,Wednesday,2025-11
T067829,2025-10-26 11:16:47,C01366,M0210,42169.0,QRIS,success,,REF78909176,C2M,2025-10-26 11:16:47,11,Sunday,2025-10
T047296,2025-12-30 20:11:56,C01256,M0267,39557.0,QRIS,success,,REF27813692,C2M,2025-12-30 20:11:56,20,Tuesday,2025-12
T045518,2025-08-20 08:26:13,C01131,M0060,127478.0,QRIS,success,,REF72117163,C2M,2025-08-20 08:26:13,8,Wednesday,2025-08
T017073,2025-11-04 16:57:35,C01785,M0553,109251.0,transfer,success,,REF35334714,C2M,2025-11-04 16:57:35,16,Tuesday,2025-11
T069210,2025-11-22 15:01:21,C01197,M0438,56666.0,transfer,success,,REF64237319,C2M,2025-11-22 15:01:21,15,Saturday,2025-11
T005800,2026-06-21 10:13:43,C00640,M0049,820125.0,QRIS,success,,REF55772135,C2M,2026-06-21 10:13:43,10,Sunday,2026-06
T051196,2025-12-17 18:01:10,C00003,M0617,119155.0,QRIS,success,,REF62863408,C2M,2025-12-17 18:01:10,18,Wednesday,2025-12
T024712,2025-10-09 22:37:18,C01937,M0698,590589.0,transfer,success,,REF81870678,C2M,2025-10-09 22:37:18,22,Thursday,2025-10
T054518,2025-08-24 17:45:28,C00714,M0015,161871.0,QRIS,success,,REF62260159,C2M,2025-08-24 17:45:28,17,Sunday,2025-08
T054846,2025-07-15 15:35:33,C00244,M0469,80425.0,QRIS,success,,REF43413372,C2M,2025-07-15 15:35:33,15,Tuesday,2025-07
T044356,2026-02-07 09:48:38,C01195,M0420,13166.0,transfer,success,,REF21904088,C2M,2026-02-07 09:48:38,9,Saturday,2026-02
T006368,2026-04-17 21:40:35,C00614,M0662,110618.0,QRIS,success,,REF83131748,C2M,2026-04-17 21:40:35,21,Friday,2026-04
T048206,2026-01-07 02:22:14,C01862,M0268,255056.0,EDC,success,,REF26692242,C2M,2026-01-07 02:22:14,2,Wednesday,2026-01
T000580,2025-08-08 05:41:09,C01796,M0157,375025.0,transfer,success,,REF43124050,C2M,2025-08-08 05:41:09,5,Friday,2025-08
T040066,2025-08-10 11:45:48,C00799,M0269,639104.0,EDC,success,,REF92917740,C2M,2025-08-10 11:45:48,11,Sunday,2025-08
T008445,2025-08-07 23:35:33,C00170,M0648,29669.0,transfer,success,,REF32601898,C2M,2025-08-07 23:35:33,23,Thursday,2025-08
T008426,2025-10-02 15:31:27,C00015,M0583,53827.0,transfer,success,,REF68454404,C2M,2025-10-02 15:31:27,15,Thursday,2025-10
T003936,2026-02-16 05:21:37,C01564,M0227,607064.0,transfer,success,,REF71935928,C2M,2026-02-16 05:21:37,5,Monday,2026-02
T067494,2026-05-08 14:46:37,C00390,M0576,563404.0,QRIS,success,,REF98283047,C2M,2026-05-08 14:46:37,14,Friday,2026-05
T042590,2026-03-01 20:27:45,C01174,M0063,144809.0,EDC,success,,REF50882531,C2M,2026-03-01 20:27:45,20,Sunday,2026-03
T060757,2026-03-09 05:38:25,C00728,M0392,301037.0,QRIS,success,,REF98008476,C2M,2026-03-09 05:38:25,5,Monday,2026-03
T068933,2026-02-02 07:30:06,C01622,M0096,53093.0,QRIS,success,,REF66547849,C2M,2026-02-02 07:30:06,7,Monday,2026-02
T062744,2026-02-18 02:35:05,C01279,M0559,441487.0,EDC,success,,REF65052929,C2M,2026-02-18 02:35:05,2,Wednesday,2026-02
T059523,2025-07-21 04:46:54,C01343,M0308,240134.0,QRIS,success,,REF77871020,C2M,2025-07-21 04:46:54,4,Monday,2025-07
T047251,2025-12-29 19:42:57,C01970,M0020,18735.0,QRIS,success,,REF75171016,C2M,2025-12-29 19:42:57,19,Monday,2025-12
T060776,2025-12-03 23:48:55,C01893,M0202,15865.0,QRIS,success,,REF62059072,C2M,2025-12-03 23:48:55,23,Wednesday,2025-12
T014160,2025-12-31 12:31:16,C01637,M0430,690381.0,QRIS,success,,REF77782697,C2M,2025-12-31 12:31:16,12,Wednesday,2025-12
T068315,2026-03-20 18:58:33,C01909,M0027,12157.0,QRIS,success,,REF52411944,C2M,2026-03-20 18:58:33,18,Friday,2026-03
T047871,2025-10-22 07:16:33,C01773,M0312,155869.0,QRIS,success,,REF42216008,C2M,2025-10-22 07:16:33,7,Wednesday,2025-10
T012114,2025-10-30 23:12:50,C01437,M0591,590002.0,transfer,success,,REF19119714,C2M,2025-10-30 23:12:50,23,Thursday,2025-10
T010918,2026-02-03 04:05:06,C01266,M0532,976777.0,transfer,success,,REF41947223,C2M,2026-02-03 04:05:06,4,Tuesday,2026-02
T030483,2025-08-27 22:35:55,C01952,M0476,437651.0,EDC,success,,REF03156800,C2M,2025-08-27 22:35:55,22,Wednesday,2025-08
T044914,2025-11-25 02:18:04,C01287,M0164,182909.0,QRIS,success,,REF35720236,C2M,2025-11-25 02:18:04,2,Tuesday,2025-11
T037754,2025-07-22 05:52:38,C01307,M0326,738352.0,QRIS,success,,REF36881764,C2M,2025-07-22 05:52:38,5,Tuesday,2025-07
T018594,2026-01-15 12:53:30,C01623,M0274,122533.0,EDC,success,,REF93092575,C2M,2026-01-15 12:53:30,12,Thursday,2026-01
T064395,2025-12-02 11:15:43,C00543,M0659,253449.0,transfer,success,,REF77811769,C2M,2025-12-02 11:15:43,11,Tuesday,2025-12
T018541,2025-12-11 03:51:32,C00839,M0135,121236.0,transfer,success,,REF60337952,C2M,2025-12-11 03:51:32,3,Thursday,2025-12
T051191,2025-07-10 06:56:31,C00595,M0611,17655.0,QRIS,success,,REF16142013,C2M,2025-07-10 06:56:31,6,Thursday,2025-07
T015898,2025-12-03 12:01:16,C00008,M0477,105208.0,transfer,success,,REF44620400,C2M,2025-12-03 12:01:16,12,Wednesday,2025-12
T068674,2025-08-15 18:31:16,C01378,M0514,71012.0,QRIS,success,,REF62874009,C2M,2025-08-15 18:31:16,18,Friday,2025-08
T064514,2026-05-24 18:03:30,C01034,M0550,12555.0,QRIS,success,,REF26235336,C2M,2026-05-24 18:03:30,18,Sunday,2026-05
T018537,2026-04-09 19:21:43,C00152,M0676,909394.0,transfer,success,,REF47126591,C2M,2026-04-09 19:21:43,19,Thursday,2026-04
T057923,2026-05-07 04:54:41,C00722,M0614,102489.0,QRIS,success,,REF81909389,C2M,2026-05-07 04:54:41,4,Thursday,2026-05
T047414,2026-02-15 10:55:58,C01993,M0416,68410.0,EDC,success,,REF38421902,C2M,2026-02-15 10:55:58,10,Sunday,2026-02
T021310,2026-03-26 16:21:14,C01928,M0655,764474.0,transfer,success,,REF00273175,C2M,2026-03-26 16:21:14,16,Thursday,2026-03
T039516,2026-03-23 08:00:06,C00011,M0629,467402.0,transfer,success,,REF76467924,C2M,2026-03-23 08:00:06,8,Monday,2026-03
T047890,2025-11-19 16:19:36,C00642,M0364,386730.0,QRIS,success,,REF05759177,C2M,2025-11-19 16:19:36,16,Wednesday,2025-11
T015102,2026-04-01 11:15:34,C00081,M0309,706810.0,transfer,success,,REF48094356,C2M,2026-04-01 11:15:34,11,Wednesday,2026-04
T069027,2025-12-05 16:24:35,C01438,M0395,186290.0,QRIS,success,,REF49253244,C2M,2025-12-05 16:24:35,16,Friday,2025-12
T044088,2025-08-07 03:42:06,C00440,M0696,183565.0,EDC,success,,REF27675417,C2M,2025-08-07 03:42:06,3,Thursday,2025-08
T054778,2025-09-20 21:11:34,C00808,M0360,211836.0,EDC,success,,REF41165319,C2M,2025-09-20 21:11:34,21,Saturday,2025-09
T062080,2026-01-24 02:19:23,C01769,M0060,99474.0,QRIS,success,,REF51179988,C2M,2026-01-24 02:19:23,2,Saturday,2026-01
T038843,2026-05-28 21:24:47,C01866,M0248,380377.0,QRIS,success,,REF30451296,C2M,2026-05-28 21:24:47,21,Thursday,2026-05
T061953,2025-08-22 19:42:31,C01687,M0204,58397.0,EDC,success,,REF64436650,C2M,2025-08-22 19:42:31,19,Friday,2025-08
T030988,2025-11-14 13:37:13,C00721,M0279,671008.0,transfer,success,,REF38218522,C2M,2025-11-14 13:37:13,13,Friday,2025-11
T047028,2025-08-09 10:56:52,C00788,M0419,36203.0,EDC,success,,REF80418427,C2M,2025-08-09 10:56:52,10,Saturday,2025-08
T049286,2025-08-03 17:43:39,C00797,M0038,40111.0,EDC,success,,REF52165399,C2M,2025-08-03 17:43:39,17,Sunday,2025-08
T013051,2026-03-21 05:42:34,C01649,M0201,337644.0,transfer,success,,REF00620846,C2M,2026-03-21 05:42:34,5,Saturday,2026-03
T047683,2026-05-13 22:28:32,C01454,M0396,168648.0,QRIS,success,,REF44267495,C2M,2026-05-13 22:28:32,22,Wednesday,2026-05
T010369,2025-09-17 01:27:10,C01471,M0554,233480.0,transfer,success,,REF94849839,C2M,2025-09-17 01:27:10,1,Wednesday,2025-09
T035912,2026-01-16 17:18:53,C00210,M0006,841766.0,EDC,success,,REF75094538,C2M,2026-01-16 17:18:53,17,Friday,2026-01
T064695,2026-04-28 10:27:59,C01361,M0364,47767.0,QRIS,success,,REF23870237,C2M,2026-04-28 10:27:59,10,Tuesday,2026-04
T029071,2026-01-26 09:35:46,C00577,M0205,104602.0,transfer,success,,REF70044149,C2M,2026-01-26 09:35:46,9,Monday,2026-01
T065338,2025-07-15 21:38:26,C00483,M0294,131772.0,EDC,success,,REF03696408,C2M,2025-07-15 21:38:26,21,Tuesday,2025-07
T055306,2026-06-10 04:54:27,C01069,M0442,17031.0,transfer,success,,REF95831099,C2M,2026-06-10 04:54:27,4,Wednesday,2026-06
T061517,2025-07-01 08:34:46,C01810,M0499,60405.0,EDC,success,,REF39905238,C2M,2025-07-01 08:34:46,8,Tuesday,2025-07
T060286,2026-02-07 17:16:22,C00409,M0094,511868.0,QRIS,success,,REF34316278,C2M,2026-02-07 17:16:22,17,Saturday,2026-02
T011212,2025-08-21 12:52:22,C01218,M0466,447817.0,QRIS,success,,REF89953930,C2M,2025-08-21 12:52:22,12,Thursday,2025-08
T028843,2026-03-24 13:01:05,C01302,M0323,495626.0,transfer,success,,REF66140008,C2M,2026-03-24 13:01:05,13,Tuesday,2026-03
T017746,2025-11-22 03:59:42,C01466,M0227,453785.0,QRIS,success,,REF07228811,C2M,2025-11-22 03:59:42,3,Saturday,2025-11
T063844,2025-07-31 00:41:02,C01384,M0302,621863.0,EDC,success,,REF69868168,C2M,2025-07-31 00:41:02,0,Thursday,2025-07
T054239,2025-08-17 16:28:56,C01436,M0514,19330.0,QRIS,success,,REF91958204,C2M,2025-08-17 16:28:56,16,Sunday,2025-08
T058138,2025-09-28 02:45:40,C01539,M0426,595228.0,EDC,success,,REF78323499,C2M,2025-09-28 02:45:40,2,Sunday,2025-09
T044466,2025-11-06 16:29:43,C01854,M0347,41075.0,QRIS,success,,REF29253395,C2M,2025-11-06 16:29:43,16,Thursday,2025-11
T045940,2025-12-15 20:34:19,C00368,M0610,49611.0,QRIS,success,,REF59774921,C2M,2025-12-15 20:34:19,20,Monday,2025-12
T040840,2025-12-26 09:50:32,C01751,M0655,104292.0,QRIS,success,,REF44878987,C2M,2025-12-26 09:50:32,9,Friday,2025-12
T030851,2026-01-22 10:06:50,C00725,M0632,534040.0,transfer,success,,REF37146584,C2M,2026-01-22 10:06:50,10,Thursday,2026-01
T062958,2026-01-26 01:48:20,C01664,M0585,212286.0,QRIS,success,,REF89905343,C2M,2026-01-26 01:48:20,1,Monday,2026-01
T011488,2025-08-28 05:28:35,C01118,M0274,225482.0,transfer,success,,REF80327787,C2M,2025-08-28 05:28:35,5,Thursday,2025-08
T014280,2026-02-06 16:51:01,C01304,M0309,525727.0,QRIS,success,,REF27864021,C2M,2026-02-06 16:51:01,16,Friday,2026-02
T033551,2025-07-22 12:04:38,C00189,M0632,282923.0,transfer,success,,REF75272742,C2M,2025-07-22 12:04:38,12,Tuesday,2025-07
T031280,2026-06-11 14:34:13,C01632,M0227,550224.0,QRIS,success,,REF27349751,C2M,2026-06-11 14:34:13,14,Thursday,2026-06
T069454,2026-04-15 10:28:32,C00417,M0673,176715.0,EDC,success,,REF56786236,C2M,2026-04-15 10:28:32,10,Wednesday,2026-04
T050376,2025-10-26 15:17:53,C00320,M0679,433276.0,transfer,success,,REF24828771,C2M,2025-10-26 15:17:53,15,Sunday,2025-10
T015350,2025-11-16 18:59:44,C00218,M0167,446446.0,transfer,success,,REF63386303,C2M,2025-11-16 18:59:44,18,Sunday,2025-11
T046854,2026-01-24 13:22:16,C01423,M0142,359485.0,QRIS,success,,REF55949210,C2M,2026-01-24 13:22:16,13,Saturday,2026-01
T020320,2025-10-28 09:32:53,C01903,M0622,406473.0,transfer,success,,REF97964654,C2M,2025-10-28 09:32:53,9,Tuesday,2025-10
T066962,2026-05-29 23:16:48,C01213,M0433,545485.0,QRIS,success,,REF44925010,C2M,2026-05-29 23:16:48,23,Friday,2026-05
T047501,2025-11-13 19:41:17,C01143,M0054,120212.0,QRIS,success,,REF05030388,C2M,2025-11-13 19:41:17,19,Thursday,2025-11
T047055,2025-10-09 19:28:16,C01032,M0619,12782.0,EDC,success,,REF45021314,C2M,2025-10-09 19:28:16,19,Thursday,2025-10
T003430,2026-03-30 18:18:13,C01289,M0025,298105.0,transfer,success,,REF58275901,C2M,2026-03-30 18:18:13,18,Monday,2026-03
T067479,2026-03-13 20:44:09,C00021,M0451,48083.0,QRIS,success,,REF44147501,C2M,2026-03-13 20:44:09,20,Friday,2026-03
T070992,2025-10-28 18:27:28,C01671,M0708,923531.0,transfer,success,,REF40598991,C2M,2025-10-28 18:27:28,18,Tuesday,2025-10
T048661,2025-10-31 08:48:36,C00753,M0536,416303.0,QRIS,success,,REF91513481,C2M,2025-10-31 08:48:36,8,Friday,2025-10
T069754,2026-05-16 23:44:44,C00822,M0597,27726.0,transfer,success,,REF89429969,C2M,2026-05-16 23:44:44,23,Saturday,2026-05
T017262,2026-05-12 18:16:17,C01026,M0528,771358.0,transfer,success,,REF78060500,C2M,2026-05-12 18:16:17,18,Tuesday,2026-05
T027338,2025-08-30 16:15:45,C00842,M0376,683603.0,EDC,success,,REF49091497,C2M,2025-08-30 16:15:45,16,Saturday,2025-08
T001497,2026-04-25 19:04:01,C01263,M0247,97371.0,EDC,success,,REF72539628,C2M,2026-04-25 19:04:01,19,Saturday,2026-04
T060710,2026-02-10 14:09:22,C00077,M0547,46141.0,QRIS,success,,REF60613008,C2M,2026-02-10 14:09:22,14,Tuesday,2026-02
T046031,2026-02-08 15:47:01,C01150,M0575,43853.0,transfer,success,,REF95579609,C2M,2026-02-08 15:47:01,15,Sunday,2026-02
T002012,2026-04-18 07:26:47,C00655,M0591,505101.0,EDC,success,,REF03358433,C2M,2026-04-18 07:26:47,7,Saturday,2026-04
T014971,2026-01-20 08:29:38,C01547,M0450,135966.0,transfer,success,,REF74682502,C2M,2026-01-20 08:29:38,8,Tuesday,2026-01
T056921,2026-03-30 23:38:09,C00577,M0041,160578.0,QRIS,success,,REF73631631,C2M,2026-03-30 23:38:09,23,Monday,2026-03
T062167,2025-08-14 15:36:02,C00414,M0674,70672.0,QRIS,success,,REF12845821,C2M,2025-08-14 15:36:02,15,Thursday,2025-08
T031078,2025-11-08 06:55:46,C01835,M0632,568323.0,transfer,success,,REF49164702,C2M,2025-11-08 06:55:46,6,Saturday,2025-11
T049128,2026-05-13 16:07:21,C00909,M0428,17891.0,EDC,success,,REF68334891,C2M,2026-05-13 16:07:21,16,Wednesday,2026-05
T053567,2025-12-08 01:26:59,C01415,M0054,387971.0,QRIS,success,,REF58756697,C2M,2025-12-08 01:26:59,1,Monday,2025-12
T047700,2025-08-06 04:31:25,C01632,M0077,318659.0,transfer,success,,REF96661120,C2M,2025-08-06 04:31:25,4,Wednesday,2025-08
T028927,2026-04-24 06:46:37,C01227,M0624,432716.0,transfer,success,,REF20841780,C2M,2026-04-24 06:46:37,6,Friday,2026-04
T068006,2025-09-02 15:45:41,C01564,M0209,16365.0,EDC,success,,REF94194730,C2M,2025-09-02 15:45:41,15,Tuesday,2025-09
T053090,2025-08-02 16:15:56,C00234,M0217,332504.0,transfer,success,,REF75357787,C2M,2025-08-02 16:15:56,16,Saturday,2025-08
T049008,2026-03-16 00:14:41,C01358,M0256,38898.0,QRIS,success,,REF71230325,C2M,2026-03-16 00:14:41,0,Monday,2026-03
T057066,2025-10-22 10:40:34,C01573,M0531,96514.0,QRIS,success,,REF95615223,C2M,2025-10-22 10:40:34,10,Wednesday,2025-10
T056470,2026-06-24 22:11:07,C01443,M0183,161643.0,EDC,success,,REF37350283,C2M,2026-06-24 22:11:07,22,Wednesday,2026-06
T042080,2025-08-26 11:17:47,C00527,M0630,81435.0,QRIS,success,,REF81022087,C2M,2025-08-26 11:17:47,11,Tuesday,2025-08
T019787,2025-11-24 18:35:00,C01006,M0398,361682.0,QRIS,success,,REF10259213,C2M,2025-11-24 18:35:00,18,Monday,2025-11
T048990,2025-08-20 19:54:24,C01994,M0341,221001.0,EDC,success,,REF81497793,C2M,2025-08-20 19:54:24,19,Wednesday,2025-08
T046834,2025-08-21 00:51:57,C00152,M0697,82595.0,EDC,success,,REF31131857,C2M,2025-08-21 00:51:57,0,Thursday,2025-08
T007620,2026-01-15 03:00:11,C00340,M0545,675120.0,QRIS,success,,REF81547027,C2M,2026-01-15 03:00:11,3,Thursday,2026-01
T065586,2025-07-20 05:46:17,C01575,M0067,119304.0,QRIS,success,,REF81862724,C2M,2025-07-20 05:46:17,5,Sunday,2025-07
T058727,2026-06-15 09:31:57,C00174,M0009,234844.0,EDC,success,,REF83318641,C2M,2026-06-15 09:31:57,9,Monday,2026-06
T067471,2026-02-06 18:45:16,C01281,M0078,124388.0,QRIS,success,,REF00785459,C2M,2026-02-06 18:45:16,18,Friday,2026-02
T048777,2026-05-15 09:31:57,C00989,M0259,25253.0,QRIS,success,,REF74018899,C2M,2026-05-15 09:31:57,9,Friday,2026-05
T047827,2025-08-25 18:27:41,C01067,M0204,14231.0,EDC,success,,REF32163192,C2M,2025-08-25 18:27:41,18,Monday,2025-08
T018866,2025-09-24 06:39:34,C01677,M0695,749468.0,transfer,success,,REF53981225,C2M,2025-09-24 06:39:34,6,Wednesday,2025-09
T006880,2026-02-01 21:46:17,C00792,M0570,289708.0,QRIS,success,,REF92790050,C2M,2026-02-01 21:46:17,21,Sunday,2026-02
T052855,2026-05-08 07:19:06,C00150,M0036,13616.0,QRIS,success,,REF45710666,C2M,2026-05-08 07:19:06,7,Friday,2026-05
T015360,2026-06-20 00:13:28,C00219,M0407,414106.0,transfer,success,,REF11632874,C2M,2026-06-20 00:13:28,0,Saturday,2026-06
T047867,2025-11-26 17:33:13,C00293,M0410,104360.0,EDC,success,,REF30031529,C2M,2025-11-26 17:33:13,17,Wednesday,2025-11
T050640,2025-09-12 13:15:20,C00630,M0531,211485.0,QRIS,success,,REF33123625,C2M,2025-09-12 13:15:20,13,Friday,2025-09
T003292,2026-06-01 20:59:15,C00324,M0034,839181.0,QRIS,success,,REF18948242,C2M,2026-06-01 20:59:15,20,Monday,2026-06
T025193,2025-07-08 16:42:39,C00193,M0139,695561.0,transfer,success,,REF09960827,C2M,2025-07-08 16:42:39,16,Tuesday,2025-07
T044325,2026-06-10 00:04:16,C01551,M0422,454993.0,QRIS,success,,REF91791156,C2M,2026-06-10 00:04:16,0,Wednesday,2026-06
T021254,2025-10-24 19:56:51,C01335,M0570,794514.0,transfer,success,,REF89065060,C2M,2025-10-24 19:56:51,19,Friday,2025-10
T031379,2025-12-30 05:54:51,C00799,M0376,133257.0,QRIS,success,,REF76409524,C2M,2025-12-30 05:54:51,5,Tuesday,2025-12
T034177,2026-05-15 21:36:05,C00769,M0632,367573.0,transfer,success,,REF88011375,C2M,2026-05-15 21:36:05,21,Friday,2026-05
T041426,2025-12-23 13:04:34,C00401,M0372,47470.0,transfer,success,,REF33912037,C2M,2025-12-23 13:04:34,13,Tuesday,2025-12
T025868,2025-07-31 19:02:11,C00931,M0053,345584.0,transfer,success,,REF65924748,C2M,2025-07-31 19:02:11,19,Thursday,2025-07
T028849,2026-04-03 15:18:33,C00898,M0700,475378.0,EDC,success,,REF71034760,C2M,2026-04-03 15:18:33,15,Friday,2026-04
T021374,2026-02-01 13:02:43,C01429,M0593,353228.0,EDC,success,,REF69861470,C2M,2026-02-01 13:02:43,13,Sunday,2026-02
T044545,2025-12-28 22:07:31,C01672,M0265,26768.0,QRIS,success,,REF63918156,C2M,2025-12-28 22:07:31,22,Sunday,2025-12
T046913,2026-01-01 23:04:35,C01005,M0166,13833.0,EDC,success,,REF14321340,C2M,2026-01-01 23:04:35,23,Thursday,2026-01
T044412,2026-04-12 16:08:00,C01302,M0235,33091.0,EDC,success,,REF05129873,C2M,2026-04-12 16:08:00,16,Sunday,2026-04
T043430,2026-03-08 10:51:36,C00348,M0190,45274.0,QRIS,success,,REF91960690,C2M,2026-03-08 10:51:36,10,Sunday,2026-03
T067782,2025-08-17 01:40:39,C01707,M0605,198723.0,EDC,success,,REF65236309,C2M,2025-08-17 01:40:39,1,Sunday,2025-08
T052858,2025-07-25 11:23:49,C00866,M0176,42579.0,QRIS,success,,REF85461779,C2M,2025-07-25 11:23:49,11,Friday,2025-07
T017456,2026-04-18 04:15:31,C00861,M0309,386089.0,QRIS,success,,REF90854937,C2M,2026-04-18 04:15:31,4,Saturday,2026-04
T066622,2025-10-25 05:47:53,C00197,M0548,110707.0,EDC,success,,REF09297750,C2M,2025-10-25 05:47:53,5,Saturday,2025-10
T050563,2025-08-10 08:56:59,C00165,M0331,229115.0,QRIS,success,,REF01361097,C2M,2025-08-10 08:56:59,8,Sunday,2025-08
T016303,2026-01-31 18:59:21,C00092,M0570,629014.0,QRIS,success,,REF47902860,C2M,2026-01-31 18:59:21,18,Saturday,2026-01
T066458,2026-04-14 19:06:38,C00915,M0268,30449.0,QRIS,success,,REF09785535,C2M,2026-04-14 19:06:38,19,Tuesday,2026-04
T052747,2026-05-06 06:58:08,C00364,M0487,105395.0,EDC,success,,REF12563425,C2M,2026-05-06 06:58:08,6,Wednesday,2026-05
T001877,2025-09-06 13:57:14,C01018,M0553,442145.0,transfer,success,,REF90043878,C2M,2025-09-06 13:57:14,13,Saturday,2025-09
T037309,2026-01-26 21:31:11,C01731,M0407,606889.0,QRIS,success,,REF66939533,C2M,2026-01-26 21:31:11,21,Monday,2026-01
T067028,2026-03-22 16:21:56,C00384,M0251,14860.0,QRIS,success,,REF18325331,C2M,2026-03-22 16:21:56,16,Sunday,2026-03
T011870,2026-05-31 08:25:28,C01874,M0612,131488.0,QRIS,success,,REF54595101,C2M,2026-05-31 08:25:28,8,Sunday,2026-05
T053479,2025-11-30 15:04:02,C01129,M0152,59244.0,QRIS,success,,REF85562761,C2M,2025-11-30 15:04:02,15,Sunday,2025-11
