trx_id,timestamp,source_id,target_id,amount,channel,status,description,ref_number,trx_type,timestamp_dt,hour,day_of_week,month
T037144,2025-08-31 02:06:45,M0330,M0242,9635141.0,QRIS,success,Pembayaran bulanan,REF01610434,M2M,2025-08-31 02:06:45,2,Sunday,2025-08
T003130,2026-02-06 18:31:56,M0505,M0553,3584599.0,transfer,success,,REF28871073,M2M,2026-02-06 18:31:56,18,Friday,2026-02
T040840,2025-12-26 09:50:32,M0631,M0655,16004285.0,QRIS,success,Payment invoice,REF44878987,M2M,2025-12-26 09:50:32,9,Friday,2025-12
T030851,2026-01-22 10:06:50,M0611,M0632,13570964.0,transfer,success,Pelunasan,REF37146584,M2M,2026-01-22 10:06:50,10,Thursday,2026-01
T039919,2026-02-02 17:02:50,M0387,M0437,1905556.0,transfer,success,DP pembelian,REF98020708,M2M,2026-02-02 17:02:50,17,Monday,2026-02
T011488,2025-08-28 05:28:35,M0328,M0274,2194598.0,transfer,success,DP pembelian,REF80327787,M2M,2025-08-28 05:28:35,5,Thursday,2025-08
T014280,2026-02-06 16:51:01,M0302,M0309,4388224.0,QRIS,success,,REF27864021,M2M,2026-02-06 16:51:01,16,Friday,2026-02
T033551,2025-07-22 12:04:38,M0664,M0632,6526493.0,transfer,success,,REF75272742,M2M,2025-07-22 12:04:38,12,Tuesday,2025-07
T039411,2025-09-02 23:13:35,M0096,M0056,9946330.0,QRIS,success,,REF09268700,M2M,2025-09-02 23:13:35,23,Tuesday,2025-09
T031280,2026-06-11 14:34:13,M0328,M0227,550224.0,QRIS,success,,REF27349751,M2M,2026-06-11 14:34:13,14,Thursday,2026-06
T012731,2026-01-28 16:56:19,M0322,M0242,1683577.0,transfer,success,DP pembelian,REF25946399,M2M,2026-01-28 16:56:19,16,Wednesday,2026-01
T019381,2026-06-06 17:01:51,M0032,M0195,1001559.0,transfer,success,Pembelian stok,REF62769082,M2M,2026-06-06 17:01:51,17,Saturday,2026-06
T010691,2026-05-25 02:46:15,M0312,M0237,1059585.0,EDC,success,,REF01491397,M2M,2026-05-25 02:46:15,2,Monday,2026-05
T020320,2025-10-28 09:32:53,M0667,M0622,2264951.0,transfer,success,,REF97964654,M2M,2025-10-28 09:32:53,9,Tuesday,2025-10
T030704,2026-01-08 17:53:57,M0280,M0248,7125629.0,transfer,success,Pembayaran bulanan,REF33797865,M2M,2026-01-08 17:53:57,17,Thursday,2026-01
T003430,2026-03-30 18:18:13,M0077,M0025,8639715.0,transfer,success,Bayar supplier,REF58275901,M2M,2026-03-30 18:18:13,18,Monday,2026-03
T001919,2025-12-13 11:38:27,M0256,M0220,495000.0,transfer,success,Payment invoice,REF54407546,M2M,2025-12-13 11:38:27,11,Saturday,2025-12
T009693,2025-08-08 15:24:14,M0453,M0368,464039.0,transfer,success,Transfer pembayaran,REF55171703,M2M,2025-08-08 15:24:14,15,Friday,2025-08
T070992,2025-10-28 18:27:28,M0402,M0708,923531.0,transfer,success,,REF40598991,M2M,2025-10-28 18:27:28,18,Tuesday,2025-10
T018423,2026-01-13 02:26:48,M0066,M0150,1150371.0,EDC,success,,REF22046872,M2M,2026-01-13 02:26:48,2,Tuesday,2026-01
T017262,2026-05-12 18:16:17,M0496,M0528,20848099.0,transfer,success,Pembelian stok,REF78060500,M2M,2026-05-12 18:16:17,18,Tuesday,2026-05
T027338,2025-08-30 16:15:45,M0483,M0376,13548919.0,EDC,success,Transfer pembayaran,REF49091497,M2M,2025-08-30 16:15:45,16,Saturday,2025-08
T037973,2025-09-16 17:47:43,M0063,M0264,707815.0,transfer,success,,REF92033399,M2M,2025-09-16 17:47:43,17,Tuesday,2025-09
T001497,2026-04-25 19:04:01,M0217,M0247,1880460.0,EDC,success,,REF72539628,M2M,2026-04-25 19:04:01,19,Saturday,2026-04
T024522,2026-05-15 07:02:13,M0462,M0398,10991949.0,QRIS,success,Pelunasan,REF90182126,M2M,2026-05-15 07:02:13,7,Friday,2026-05
T001513,2025-11-04 16:35:25,M0360,M0384,649989.0,transfer,success,Transfer pembayaran,REF69804445,M2M,2025-11-04 16:35:25,16,Tuesday,2025-11
T027574,2026-05-31 05:09:10,M0565,M0553,3302767.0,QRIS,success,Bayar tagihan,REF09003934,M2M,2026-05-31 05:09:10,5,Sunday,2026-05
T002012,2026-04-18 07:26:47,M0499,M0591,21275462.0,EDC,success,,REF03358433,M2M,2026-04-18 07:26:47,7,Saturday,2026-04
T014971,2026-01-20 08:29:38,M0479,M0450,1955912.0,transfer,success,,REF74682502,M2M,2026-01-20 08:29:38,8,Tuesday,2026-01
T028073,2025-10-10 08:17:50,M0416,M0477,10221128.0,QRIS,success,,REF44912963,M2M,2025-10-10 08:17:50,8,Friday,2025-10
T031078,2025-11-08 06:55:46,M0667,M0632,8648925.0,transfer,success,Pelunasan,REF49164702,M2M,2025-11-08 06:55:46,6,Saturday,2025-11
T034899,2025-07-08 08:28:48,M0358,M0368,2908771.0,transfer,success,Pembayaran bahan,REF62588972,M2M,2025-07-08 08:28:48,8,Tuesday,2025-07
T070193,2026-06-08 21:45:17,M0353,M0384,2083920.0,transfer,success,Pembayaran bulanan,REF48561824,M2M,2026-06-08 21:45:17,21,Monday,2026-06
T029266,2025-08-06 10:03:18,M0273,M0346,1101920.0,transfer,success,Pembelian stok,REF87713868,M2M,2025-08-06 10:03:18,10,Wednesday,2025-08
T028927,2026-04-24 06:46:37,M0635,M0624,5632253.0,transfer,success,,REF20841780,M2M,2026-04-24 06:46:37,6,Friday,2026-04
T025574,2026-03-31 22:50:15,M0566,M0579,3920455.0,transfer,success,,REF04201806,M2M,2026-03-31 22:50:15,22,Tuesday,2026-03
T005078,2026-05-29 08:17:37,M0088,M0205,692043.0,transfer,success,,REF36771787,M2M,2026-05-29 08:17:37,8,Friday,2026-05
T010152,2026-04-21 13:46:49,M0392,M0407,16807572.0,transfer,success,Payment invoice,REF06251096,M2M,2026-04-21 13:46:49,13,Tuesday,2026-04
T040156,2026-04-12 08:41:33,M0510,M0540,10737728.0,transfer,success,Payment invoice,REF74983825,M2M,2026-04-12 08:41:33,8,Sunday,2026-04
T037667,2026-04-23 20:10:51,M0560,M0554,579011.0,transfer,success,,REF81688086,M2M,2026-04-23 20:10:51,20,Thursday,2026-04
T019787,2025-11-24 18:35:00,M0428,M0398,2114483.0,QRIS,success,Transfer pembayaran,REF10259213,M2M,2025-11-24 18:35:00,18,Monday,2025-11
T007620,2026-01-15 03:00:11,M0530,M0545,10192345.0,QRIS,success,,REF81547027,M2M,2026-01-15 03:00:11,3,Thursday,2026-01
T018866,2025-09-24 06:39:34,M0656,M0695,7180419.0,transfer,success,,REF53981225,M2M,2025-09-24 06:39:34,6,Wednesday,2025-09
T035895,2025-11-28 17:00:52,M0083,M0053,12066408.0,transfer,success,,REF90451189,M2M,2025-11-28 17:00:52,17,Friday,2025-11
T006880,2026-02-01 21:46:17,M0586,M0570,6744061.0,QRIS,success,Bayar tagihan,REF92790050,M2M,2026-02-01 21:46:17,21,Sunday,2026-02
T015360,2026-06-20 00:13:28,M0388,M0407,414106.0,transfer,success,,REF11632874,M2M,2026-06-20 00:13:28,0,Saturday,2026-06
T004302,2026-05-31 07:23:15,M0164,M0205,1704661.0,transfer,success,Pelunasan,REF60301984,M2M,2026-05-31 07:23:15,7,Sunday,2026-05
T003292,2026-06-01 20:59:15,M0140,M0034,839181.0,QRIS,success,Transfer pembayaran,REF18948242,M2M,2026-06-01 20:59:15,20,Monday,2026-06
T025193,2025-07-08 16:42:39,M0040,M0139,695561.0,transfer,success,Payment invoice,REF09960827,M2M,2025-07-08 16:42:39,16,Tuesday,2025-07
T021254,2025-10-24 19:56:51,M0580,M0570,8996419.0,transfer,success,,REF89065060,M2M,2025-10-24 19:56:51,19,Friday,2025-10
T040621,2026-05-02 22:40:39,M0355,M0371,1466195.0,transfer,success,,REF33445162,M2M,2026-05-02 22:40:39,22,Saturday,2026-05
T016173,2026-01-24 23:15:16,M0017,M0016,5012615.0,transfer,success,,REF60788560,M2M,2026-01-24 23:15:16,23,Saturday,2026-01
T031379,2025-12-30 05:54:51,M0419,M0376,2282822.0,QRIS,success,Bayar supplier,REF76409524,M2M,2025-12-30 05:54:51,5,Tuesday,2025-12
T034177,2026-05-15 21:36:05,M0670,M0632,5642094.0,transfer,success,Pelunasan,REF88011375,M2M,2026-05-15 21:36:05,21,Friday,2026-05
T041426,2025-12-23 13:04:34,M0457,M0372,4083276.0,transfer,success,,REF33912037,M2M,2025-12-23 13:04:34,13,Tuesday,2025-12
T007486,2026-06-16 02:22:23,M0428,M0398,1272874.0,transfer,success,Pembayaran bulanan,REF33613074,M2M,2026-06-16 02:22:23,2,Tuesday,2026-06
T021946,2025-10-27 11:57:23,M0530,M0554,19729546.0,transfer,success,Pelunasan,REF16132827,M2M,2025-10-27 11:57:23,11,Monday,2025-10
T027903,2025-07-10 15:36:09,M0152,M0157,565142.0,transfer,success,Pembayaran bahan,REF77051202,M2M,2025-07-10 15:36:09,15,Thursday,2025-07
T025868,2025-07-31 19:02:11,M0020,M0053,14391821.0,transfer,success,Pembayaran bulanan,REF65924748,M2M,2025-07-31 19:02:11,19,Thursday,2025-07
T028849,2026-04-03 15:18:33,M0607,M0700,1431193.0,EDC,success,Pembayaran bulanan,REF71034760,M2M,2026-04-03 15:18:33,15,Friday,2026-04
T021374,2026-02-01 13:02:43,M0521,M0593,3656645.0,EDC,success,,REF69861470,M2M,2026-02-01 13:02:43,13,Sunday,2026-02
T010000,2025-08-25 07:46:41,M0453,M0413,22478374.0,EDC,success,Pembayaran bahan,REF84053904,M2M,2025-08-25 07:46:41,7,Monday,2025-08
T000710,2025-10-25 15:24:33,M0496,M0570,5296155.0,transfer,success,Pembayaran bahan,REF40090167,M2M,2025-10-25 15:24:33,15,Saturday,2025-10
T031719,2026-04-26 10:01:11,M0302,M0326,2999937.0,transfer,success,,REF66733121,M2M,2026-04-26 10:01:11,10,Sunday,2026-04
T006266,2025-10-03 04:21:29,M0040,M0205,7209465.0,EDC,success,,REF05579980,M2M,2025-10-03 04:21:29,4,Friday,2025-10
T017456,2026-04-18 04:15:31,M0252,M0309,2599885.0,QRIS,success,Payment invoice,REF90854937,M2M,2026-04-18 04:15:31,4,Saturday,2026-04
T016303,2026-01-31 18:59:21,M0562,M0570,629014.0,QRIS,success,,REF47902860,M2M,2026-01-31 18:59:21,18,Saturday,2026-01
T003716,2026-01-05 20:46:18,M0546,M0579,1386995.0,EDC,success,,REF44392810,M2M,2026-01-05 20:46:18,20,Monday,2026-01
T001877,2025-09-06 13:57:14,M0505,M0553,1001890.0,transfer,success,Bayar supplier,REF90043878,M2M,2025-09-06 13:57:14,13,Saturday,2025-09
T024885,2025-08-27 23:31:06,M0180,M0120,1227844.0,EDC,success,Pembayaran bulanan,REF31513193,M2M,2025-08-27 23:31:06,23,Wednesday,2025-08
T037309,2026-01-26 21:31:11,M0422,M0407,2818813.0,QRIS,success,,REF66939533,M2M,2026-01-26 21:31:11,21,Monday,2026-01
T011870,2026-05-31 08:25:28,M0600,M0612,2686007.0,QRIS,success,,REF54595101,M2M,2026-05-31 08:25:28,8,Sunday,2026-05
T030789,2026-02-23 13:57:14,M0008,M0174,1415929.0,QRIS,success,Bayar supplier,REF50809627,M2M,2026-02-23 13:57:14,13,Monday,2026-02
T036963,2026-06-05 21:41:29,M0375,M0440,2179268.0,QRIS,success,Pembayaran bahan,REF58779562,M2M,2026-06-05 21:41:29,21,Friday,2026-06
T022489,2025-07-27 04:26:58,M0336,M0323,704456.0,transfer,success,,REF49144383,M2M,2025-07-27 04:26:58,4,Sunday,2025-07
T070640,2025-11-03 00:34:55,M0557,M0502,1049880.0,transfer,success,Bayar tagihan,REF10893803,M2M,2025-11-03 00:34:55,0,Monday,2025-11
T001374,2025-10-10 22:55:31,M0038,M0016,3645495.0,EDC,success,DP pembelian,REF51934347,M2M,2025-10-10 22:55:31,22,Friday,2025-10
T021509,2026-02-14 07:12:58,M0680,M0690,910856.0,EDC,success,Payment invoice,REF32992299,M2M,2026-02-14 07:12:58,7,Saturday,2026-02
T033740,2025-11-13 15:33:06,M0525,M0529,7918761.0,EDC,success,,REF30655695,M2M,2025-11-13 15:33:06,15,Thursday,2025-11
T009587,2025-12-26 08:30:01,M0330,M0248,3553368.0,QRIS,success,,REF22471077,M2M,2025-12-26 08:30:01,8,Friday,2025-12
T025751,2025-07-05 11:26:37,M0487,M0425,10146765.0,transfer,success,,REF02955227,M2M,2025-07-05 11:26:37,11,Saturday,2025-07
T025326,2026-05-04 20:05:20,M0044,M0053,733043.0,QRIS,success,Bayar tagihan,REF01859086,M2M,2026-05-04 20:05:20,20,Monday,2026-05
T034856,2025-07-16 06:27:00,M0213,M0320,432483.0,EDC,success,,REF87701827,M2M,2025-07-16 06:27:00,6,Wednesday,2025-07
T040487,2025-12-10 21:37:14,M0314,M0248,3720283.0,transfer,success,,REF84033812,M2M,2025-12-10 21:37:14,21,Wednesday,2025-12
T024178,2025-12-15 15:22:58,M0603,M0700,1855830.0,transfer,success,,REF35190455,M2M,2025-12-15 15:22:58,15,Monday,2025-12
T004705,2025-07-25 16:41:31,M0046,M0119,1972021.0,transfer,success,Payment invoice,REF28977800,M2M,2025-07-25 16:41:31,16,Friday,2025-07
T023704,2025-07-01 21:33:03,M0546,M0532,612870.0,QRIS,success,,REF04632883,M2M,2025-07-01 21:33:03,21,Tuesday,2025-07
T018882,2025-12-17 16:44:19,M0239,M0272,10219957.0,EDC,success,DP pembelian,REF25709540,M2M,2025-12-17 16:44:19,16,Wednesday,2025-12
T006986,2025-07-02 08:53:13,M0566,M0537,2708402.0,transfer,success,Bayar supplier,REF99018519,M2M,2025-07-02 08:53:13,8,Wednesday,2025-07
T005091,2026-05-24 10:26:09,M0018,M0153,2405548.0,EDC,success,Pembayaran bulanan,REF05100679,M2M,2026-05-24 10:26:09,10,Sunday,2026-05
T007631,2025-07-09 05:19:45,M0239,M0249,13214146.0,transfer,success,,REF50036446,M2M,2025-07-09 05:19:45,5,Wednesday,2025-07
T027901,2026-06-05 16:50:36,M0563,M0540,2494167.0,transfer,success,,REF52132735,M2M,2026-06-05 16:50:36,16,Friday,2026-06
T006692,2025-11-20 08:28:40,M0125,M0053,12442747.0,QRIS,success,Pembelian stok,REF98774785,M2M,2025-11-20 08:28:40,8,Thursday,2025-11
