merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_bni_acquiring,produk_bni,tgl_registrasi,status,skala_usaha,avg_omzet_bulanan,degree,weighted_degree,pagerank,betweenness,community_id,community_size,connected_bni_ratio,avg_neighbor_jaccard,n_customers,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_website,has_social_media,has_rating,is_hub,customer_density,log_pagerank,log_omzet,log_weighted_degree,log_n_customers
M0460,Pusat Grosir Lentera Pilihan,Grocery,minimarket,supplier,Bekasi,Jababeka,Ya,QRIS + EDC,2025-04-05,aktif,UKE,377735449.0,5.0,0.320847,0.0021535993726817283,0.005950159744408946,1,29.0,0.8,0.0641694,25.0,27.0,20.0,3.9,5.0,0,1,1,0,4.166666666666667,3.1151137522112924,19.749704640837248,0.27827319748491397,3.258096538021482
M0063,Warung Bu Rina,F&B,cafe,retailer,Bandung,Braga,Ya,QRIS + EDC,2023-10-02,aktif,UME,1981949030.0,5.0,0.302721,0.002384855130575211,0.010867731629392972,9,20.0,0.6,0.06054419999999999,29.0,14.0,24.0,3.7,5.0,1,0,1,0,4.833333333333333,3.212799453288022,21.407346556580055,0.2644551539568446,3.4011973816621555
M0062,Dapur Bu Maya,F&B,warung,retailer,Bogor,Sentul,Ya,QRIS + EDC,2021-10-15,aktif,UMI,33323312.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,9.0,12.0,3.6,2.0,1,0,1,0,0.0,0.0,17.32176780009201,0.0,0.0
M0061,Kedai Langgeng Baru,F&B,warung,retailer,Bandung,Dago,Ya,QRIS + EDC,2025-07-06,aktif,UKE,616228521.0,2.0,0.11438000000000001,0.000976526843020144,0.0011297124600638977,18,41.0,0.0,0.057190000000000005,25.0,22.0,22.0,3.8,4.0,0,1,1,0,8.333333333333334,2.3763250659630777,20.239128429975466,0.1082981964451684,3.258096538021482
M0060,Kafe Sentosa Cemerlang,F&B,bakery,retailer,Bandung,Cihampelas,Ya,QRIS,2021-03-07,aktif,UKE,544749479.0,4.0,0.259729,0.0018564058464240845,0.004217252396166134,9,20.0,0.25,0.06493225,30.0,23.0,40.0,0.0,5.0,1,0,0,0,6.0,2.9736941310308977,20.115836577222233,0.23089661846542361,3.4339872044851463
M0059,Sejahtera Boga Distribusi,F&B,catering,supplier,Jakarta,Thamrin,Ya,QRIS + EDC,2023-08-03,aktif,UME,3332772671.0,5.0,0.280858,0.0022738968906939223,0.012120127795527156,1,29.0,0.6,0.0561716,36.0,24.0,33.0,4.4,5.0,1,1,1,0,6.0,3.1671179555061633,21.92707042872541,0.2475301658724462,3.6109179126442243
M0058,Bakery Adikara Sukses,F&B,cafe,retailer,Depok,Cinere,Ya,QRIS,2021-04-29,aktif,UKE,374919233.0,3.0,0.197685,0.0015358357265027357,0.0041814696485623,6,16.0,0.3333333333333333,0.065895,26.0,13.0,22.0,4.1,3.0,1,1,1,0,6.5,2.794738914459867,19.742221184737943,0.1803905268885564,3.295836866004329
M0053,Grosir Bahan Pangan Mandala,F&B,catering,supplier,Tangerang,Karawaci,Ya,QRIS,2023-02-13,aktif,UMI,27575471.0,1.0,0.073171,0.0006587984277961478,0.0,12,58.0,0.0,0.073171,12.0,16.0,18.0,0.0,3.0,1,1,0,0,6.0,2.026565980109825,17.13243723991111,0.0706178172139221,2.5649493574615367
M0022,Gemilang Rasa Distribusi,F&B,catering,supplier,Bekasi,Grand Galaxy,Ya,QRIS,2026-01-11,aktif,UKE,532351642.0,6.0,0.326195,0.0021755009163904964,0.02044217252396166,3,76.0,0.8333333333333334,0.054365833333333335,30.0,16.0,43.0,3.6,3.0,0,0,1,1,4.285714285714286,3.1247853041890234,20.09281481203552,0.2823139397751114,3.4339872044851463
M0052,Distribusi Boga Gemilang,F&B,catering,supplier,Tangerang,BSD,Ya,QRIS,2021-10-22,aktif,UMI,23610849.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,14.0,22.0,3.9,2.0,1,1,1,0,0.0,0.0,16.97721691010785,0.0,0.0
M0051,Dapur Mbak Ayu,F&B,catering,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,2025-06-05,aktif,UKE,215751215.0,5.0,0.339724,0.002081217687578996,0.01194632587859425,12,58.0,0.6,0.0679448,19.0,14.0,22.0,3.8,7.0,1,0,1,0,3.1666666666666665,3.082468386135556,19.189636524064884,0.29246362259880193,2.995732273553991
M0050,PT Cakrawala Rasa Utama,F&B,warung,retailer,Jakarta,Menteng,Ya,QRIS + EDC,2023-09-11,aktif,UME,1663580485.0,4.0,0.206025,0.0015276336421649237,0.013996166134185304,5,19.0,0.75,0.05150625,47.0,22.0,20.0,3.7,6.0,0,1,1,0,9.4,2.78971229972487,21.232238035781066,0.18732982777504553,3.871201010907891
M0048,Agen Bahan Kue Bu Lestari,F&B,warung,supplier,Tangerang,Alam Sutera,Ya,QRIS + EDC,2021-04-03,aktif,UKE,777585453.0,3.0,0.161224,0.001336739881410167,0.008511182108626197,15,53.0,0.3333333333333333,0.053741333333333335,27.0,20.0,34.0,3.7,5.0,0,0,1,0,6.75,2.6649616686814968,20.471704104659818,0.14947462122895105,3.332204510175204
M0047,Supplier Horeka Mitra,F&B,catering,supplier,Depok,Sawangan,Ya,QRIS,2023-08-14,aktif,UKE,737187270.0,1.0,0.050847,0.0006346535998408031,0.0,14,29.0,0.0,0.050847,31.0,12.0,34.0,4.5,5.0,0,0,1,0,15.5,1.9942289093978174,20.418352516926117,0.04959650565540632,3.4657359027997265
M0081,Distribusi Boga Prima,F&B,cafe,supplier,Jakarta,Pluit,Ya,QRIS,2022-02-09,aktif,UKE,463506020.0,5.0,0.326054,0.002380752534913688,0.01220702875399361,17,39.0,0.4,0.06521079999999999,34.0,12.0,22.0,0.0,3.0,0,0,0,0,5.666666666666667,3.211147048639331,19.954329933177075,0.28220761491637236,3.5553480614894135
M0080,UD Sahabat Sajian Internasional,F&B,warung,retailer,Bekasi,Kemang Pratama,Ya,QRIS,2025-01-04,aktif,UMI,19054100.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,17.0,18.0,0.0,4.0,0,1,0,0,0.0,0.0,16.76279291195907,0.0,0.0
M0079,Kafe Mentari Sejati,F&B,cafe,retailer,Tangerang,BSD,Ya,QRIS,2025-01-24,aktif,UMI,67940244.0,2.0,0.12142900000000001,0.0010800509670912473,0.0015386581469648563,14,29.0,0.5,0.060714500000000005,22.0,8.0,15.0,3.7,3.0,0,1,1,0,7.333333333333333,2.4681427229890613,18.03413912681326,0.11460376490453583,3.1354942159291497
M0077,Bakery Berkah Bersama,F&B,catering,retailer,Bekasi,Harapan Indah,Ya,QRIS,2021-11-14,aktif,UMI,29642094.0,1.0,0.055556,0.0006353000810175678,0.0,15,53.0,0.0,0.055556,19.0,9.0,21.0,4.0,3.0,1,0,1,0,9.5,1.99510850339709,17.20470603740581,0.05406764232281871,2.995732273553991
M0076,Bakery Harmoni Abadi,F&B,bakery,retailer,Depok,Sawangan,Ya,QRIS,2023-01-08,aktif,UMI,32308933.0,1.0,0.071429,0.0006591006142540532,0.0,7,67.0,0.0,0.071429,13.0,14.0,9.0,3.9,3.0,1,0,1,0,6.5,2.0269641442215693,17.290854344374942,0.06899327148687145,2.6390573296152584
M0075,UD Jelita Boga Niaga Raya,F&B,bakery,retailer,Bogor,Cibinong,Ya,QRIS + EDC,2021-07-23,aktif,UKE,430963587.0,2.0,0.106519,0.0008208616681265698,0.005035143769968051,15,53.0,0.5,0.0532595,27.0,12.0,19.0,3.3,3.0,0,1,1,0,9.0,2.2201396415125796,19.881534161900557,0.10121905162227493,3.332204510175204
M0073,Rumah Makan Mandala,F&B,catering,retailer,Jakarta,Sudirman,Ya,QRIS,2021-12-31,aktif,UMI,18269967.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,15.0,12.0,4.2,1.0,1,1,1,0,0.0,0.0,16.720769176847455,0.0,0.0
M0071,Kafe Kencana Pilihan,F&B,cafe,retailer,Bandung,Dago,Ya,QRIS,2021-05-20,aktif,UMI,27534473.0,2.0,0.124018,0.0009148391866424226,0.0,18,41.0,0.5,0.062009,14.0,21.0,17.0,3.7,2.0,0,1,1,0,4.666666666666667,2.317315256129865,17.130949377536385,0.11690976557814829,2.70805020110221
M0069,Supplier Horeka Harmoni,F&B,bakery,supplier,Tangerang,Cipondoh,Ya,QRIS + EDC,2025-09-30,aktif,UMI,27281556.0,1.0,0.054545,0.0006187130563685484,0.0,1,29.0,1.0,0.054545,15.0,19.0,15.0,0.0,4.0,0,0,0,0,7.5,1.9722920049673889,17.12172146409089,0.053109394279372765,2.772588722239781
M0037,Nusantara Pangan Center,F&B,restaurant,retailer,Jakarta,Cempaka Putih,Ya,QRIS,2023-09-01,aktif,UKE,398655052.0,6.0,0.365289,0.0030283845943399283,0.02345814696485623,14,29.0,0.3333333333333333,0.0608815,24.0,12.0,23.0,0.0,3.0,1,0,0,1,3.4285714285714284,3.4431018602738224,19.803607072111514,0.31136612783878725,3.2188758248682006
M0068,Kedai Sejahtera Bersama,F&B,warung,retailer,Bogor,Bogor Tengah,Ya,QRIS,2024-11-22,aktif,UMI,24423111.0,1.0,0.056604,0.0005733505908792804,0.0,3,76.0,1.0,0.056604,14.0,6.0,5.0,4.0,1.0,1,0,1,0,7.0,1.9070959454293395,17.011040455054925,0.055059991468718726,2.70805020110221
M0067,Kafe Bintang Bersama,F&B,catering,retailer,Tangerang,BSD,Ya,QRIS + EDC,2025-07-22,aktif,UMI,41003793.0,6.0,0.361585,0.0022788237360113314,0.010443450479233228,12,58.0,0.5,0.06026416666666667,24.0,16.0,24.0,3.9,4.0,0,0,1,1,3.4285714285714284,3.1691912299395684,17.529175156972702,0.30864946232505724,3.2188758248682006
M0066,Kedai Langgeng Juara,F&B,bakery,retailer,Depok,Margonda,Ya,QRIS,2022-06-12,aktif,UKE,503808524.0,4.0,0.220849,0.0015740090569236974,0.011215335463258785,18,41.0,0.75,0.05521225,26.0,14.0,26.0,3.9,4.0,1,1,1,0,5.2,2.8178064753953778,20.037706843137,0.1995465183572419,3.295836866004329
M0065,Warung Mas Bima,F&B,restaurant,retailer,Jakarta,Pluit,Ya,QRIS + EDC,2023-02-12,aktif,UMI,57037884.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,13.0,18.0,3.9,2.0,0,1,1,0,0.0,0.0,17.859226254140225,0.0,0.0
M0064,Dapur Pak Surya,F&B,catering,retailer,Bekasi,Summarecon,Ya,QRIS,2025-03-23,aktif,UMI,18091276.0,1.0,0.066667,0.0006197049447331314,0.0,5,19.0,1.0,0.066667,22.0,3.0,7.0,3.3,2.0,0,1,1,0,11.0,1.9736711430496978,16.710940446367026,0.06453883363752234,3.1354942159291497
M0088,UD Prima Sajian Utama,F&B,catering,retailer,Bandung,Setiabudhi,Ya,QRIS + EDC,2021-06-04,aktif,UMI,74554788.0,1.0,0.078947,0.0008676972371792135,0.0,13,28.0,1.0,0.078947,23.0,7.0,17.0,4.1,2.0,0,0,1,0,11.5,2.269749080856199,18.12704483587773,0.07598556551444911,3.1780538303479458
M0085,Rumah Makan Sejahtera,F&B,bakery,retailer,Jakarta,Pluit,Ya,QRIS + EDC,2025-07-06,aktif,UMI,47443071.0,2.0,0.129545,0.0014052960358658855,0.003164217252396166,15,53.0,1.0,0.0647725,20.0,16.0,18.0,3.8,3.0,1,1,1,0,6.666666666666667,2.711574673423684,17.675041066037807,0.12181489676975397,3.044522437723423
M0644,Sinar Auto Distribusi,Automotive,bengkel,supplier,Bandung,Setiabudhi,Ya,QRIS + EDC,2026-01-14,tidak aktif,UME,2876642661.0,7.0,0.45915700000000004,0.0034276143345868576,0.011276677316293929,4,30.0,1.0,0.06559385714285715,46.0,18.0,22.0,0.0,4.0,0,0,0,1,5.75,3.5632069095699115,21.779889708727,0.37785887170197957,3.8501476017100584
M0642,Ban & Oli Karya Mandiri,Automotive,sparepart,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,2022-01-08,aktif,UKE,603921763.0,1.0,0.064935,0.0007101339120528591,0.0,15,53.0,1.0,0.064935,33.0,12.0,31.0,3.9,3.0,0,1,1,0,16.5,2.092029371536014,20.218955217708054,0.06291376443495766,3.5263605246161616
M0641,Ban & Oli Nawasena Maju,Automotive,accessories,retailer,Bekasi,Harapan Indah,Ya,QRIS + EDC,2026-01-05,aktif,UKE,309038259.0,5.0,0.277611,0.0019789549881169075,0.016511182108626198,15,53.0,0.2,0.0555222,32.0,10.0,23.0,3.7,2.0,0,1,1,0,5.333333333333333,3.034450450898123,19.548975645967335,0.2449919277751511,3.4965075614664802
M0639,PT Tunas Auto Indonesia,Automotive,bengkel,retailer,Bogor,Dramaga,Ya,QRIS,2024-04-05,aktif,UME,3208711669.0,3.0,0.169684,0.0013754374750735963,0.00782108626198083,10,26.0,0.6666666666666666,0.05656133333333333,53.0,12.0,37.0,0.0,4.0,0,1,0,0,13.25,2.6915396320809744,21.889135344616648,0.15673362685993014,3.9889840465642745
M0636,Ban & Oli Sejahtera Asri,Automotive,accessories,retailer,Jakarta,Kuningan,Ya,QRIS,2023-07-12,aktif,UMI,24101031.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,0,1,0,0,0.0,0.0,16.99776521912083,0.0,0.0
M0635,CV Sentosa Garage Persada,Automotive,dealer,retailer,Jakarta,Thamrin,Ya,QRIS + EDC,2021-05-28,aktif,UME,3089918927.0,3.0,0.154529,0.0014372324918421938,0.0038083067092651757,14,29.0,1.0,0.05150966666666667,42.0,16.0,47.0,4.3,3.0,1,0,1,0,10.5,2.732568809509004,21.851410690618668,0.14369246859611084,3.7612001156935624
M0632,Pelita Otomotif Distribusi,Automotive,dealer,supplier,Depok,Cinere,Ya,QRIS + EDC,2025-06-14,aktif,UKE,1136523913.0,4.0,0.20976,0.0014755906086667417,0.008869009584664536,17,39.0,0.25,0.05244,36.0,14.0,46.0,4.1,2.0,1,1,1,0,7.2,2.7572152846102798,20.85124024283048,0.1904219928278227,3.6109179126442243
M0084,Rumah Makan Anugerah,F&B,restaurant,retailer,Bekasi,Kemang Pratama,Ya,QRIS,2021-05-28,aktif,UMI,80806833.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,10.0,22.0,4.4,3.0,0,1,1,0,0.0,0.0,18.207572099122626,0.0,0.0
M0083,Kedai Prima Sejati,F&B,warung,retailer,Depok,Cinere,Ya,QRIS + EDC,2024-04-16,tidak aktif,UMI,25499321.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,11.0,22.0,3.5,2.0,0,1,1,0,0.0,0.0,17.054162421539885,0.0,0.0
M0082,Rumah Makan Mentari,F&B,bakery,retailer,Tangerang,Cipondoh,Ya,QRIS,2021-10-25,aktif,UMI,46056429.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,17.0,22.0,4.0,6.0,0,1,1,0,0.0,0.0,17.64537794175416,0.0,0.0
M0104,CV Adikara Sajian Utama,F&B,catering,retailer,Bogor,Tanah Sareal,Ya,QRIS,2024-03-31,aktif,UKE,218706030.0,4.0,0.215619,0.0016043201123322201,0.006169968051118211,1,29.0,0.25,0.05390475,32.0,15.0,23.0,3.9,4.0,0,1,1,0,6.4,2.8357513631077063,19.203239061855705,0.19525341207984548,3.4965075614664802
M0103,Berkah Pangan Market,F&B,catering,retailer,Bekasi,Grand Galaxy,Ya,QRIS + EDC,2022-06-03,aktif,UME,2257022115.0,1.0,0.05,0.0005362954692039895,0.0,0,44.0,1.0,0.05,37.0,19.0,51.0,3.9,5.0,0,1,1,0,18.5,1.8504928436909482,21.53731213358183,0.048790164169432,3.6375861597263857
M0101,Mandala Sajian House,F&B,bakery,retailer,Depok,Margonda,Ya,QRIS + EDC,2021-03-15,aktif,UKE,780991185.0,3.0,0.161688,0.0012398353034121757,0.006614696485623003,8,46.0,0.3333333333333333,0.053896,29.0,14.0,33.0,4.1,6.0,0,1,1,0,7.25,2.5951317915017094,20.476074422208907,0.14987411979469192,3.4011973816621555
M0132,Kafe Arunika Juara,F&B,restaurant,retailer,Bogor,Bogor Tengah,Ya,QRIS + EDC,2022-03-02,aktif,UKE,481851032.0,3.0,0.199563,0.0012729820404799792,0.00035782747603833865,3,76.0,0.6666666666666666,0.066521,24.0,9.0,34.0,3.9,3.0,0,0,1,0,6.0,2.6195701391990482,19.993145564079963,0.18195732380250473,3.2188758248682006
M0597,Garasi Pak Darto,Automotive,accessories,retailer,Bandung,Dago,Ya,QRIS + EDC,2025-02-20,tidak aktif,UKE,583953275.0,7.0,0.429394,0.0030571610036579473,0.01589776357827476,4,30.0,0.2857142857142857,0.061342,30.0,12.0,32.0,3.8,2.0,1,0,1,1,3.75,3.452258300210882,20.185331530742467,0.35725057822951956,3.4339872044851463
M0628,Garasi Pak Wahyu,Automotive,accessories,retailer,Jakarta,Cempaka Putih,Ya,QRIS + EDC,2021-11-03,aktif,UKE,442020119.0,2.0,0.112699,0.0009230126764130315,0.002688817891373802,17,39.0,0.0,0.0563495,33.0,17.0,54.0,4.3,1.0,1,1,1,0,11.0,2.32533697129735,19.90686595936794,0.10678859546627613,3.5263605246161616
M0626,Garasi Mbak Ayu,Automotive,bengkel,retailer,Depok,Sawangan,Ya,QRIS + EDC,2021-09-14,aktif,UMI,34919673.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,6.0,30.0,4.3,1.0,0,0,1,0,0.0,0.0,17.368560953267814,0.0,0.0
